1,Welche Bestandteile gehören zur Zelle?,Zellleib,1
1,Welche Bestandteile gehören zur Zelle?,Zellkern,1
1,Welche Bestandteile gehören zur Zelle?,Zellmembran,1
1,Welche Bestandteile gehören zur Zelle?,Zellstamm,0
2,In welchem Bereich der Zelle befindet sich die DNS (Desoxyribonukleinsäure)?,Zellleib ,0
2,In welchem Bereich der Zelle befindet sich die DNS (Desoxyribonukleinsäure)?,Zellkern,1
2,In welchem Bereich der Zelle befindet sich die DNS (Desoxyribonukleinsäure)?,Zellmembran,0
2,In welchem Bereich der Zelle befindet sich die DNS (Desoxyribonukleinsäure)?,Zellstamm,0
3,Welche Zelltypen sind dir bekannt?,Graue Zellen,0
3,Welche Zelltypen sind dir bekannt?,Nervenzellen,1
3,Welche Zelltypen sind dir bekannt?,Hautzellen,1
3,Welche Zelltypen sind dir bekannt?,Knochenzellen,1
4,Was ist ein Mitochondrium?,Eine Gewebeart,0
4,Was ist ein Mitochondrium?,Ein Nervengewebe,0
4,Was ist ein Mitochondrium?,Die Brennkammer der Zelle,1
4,Was ist ein Mitochondrium?,Eine Zellorganelle,1
5,Wo kommen Mitochondrien vor?,In der Muskulatur,1
5,Wo kommen Mitochondrien vor?,In roten Blutkörperchen,0
6,Welche Gewebearten sind dir bekannt?,Epithelgewebe,1
6,Welche Gewebearten sind dir bekannt?,Binde- und Stützgewebe,1
6,Welche Gewebearten sind dir bekannt?,Muskelgewebe ,1
6,Welche Gewebearten sind dir bekannt?,Nervengewebe,1
7,Was ist charakteristisch für Fasziengewebe?,Es ist schmerzempfindlich.,1
7,Was ist charakteristisch für Fasziengewebe?,Es verbindet Muskeln und Knochen.,1
7,Was ist charakteristisch für Fasziengewebe?,Es sorgt für Stabilität.,1
7,Was ist charakteristisch für Fasziengewebe?,Es umhüllt Muskelfasern.,1
8,Aus welchen funktionellen Einheiten besteht das Nervensystem?,Reflektorisches Nervensystem RNS,0
8,Aus welchen funktionellen Einheiten besteht das Nervensystem?,Vegetatives Nervensystem VNS ,1
8,Aus welchen funktionellen Einheiten besteht das Nervensystem?,Peripheres Nervensystem PNS,1
8,Aus welchen funktionellen Einheiten besteht das Nervensystem?,Zentrales Nervensystem ZNS,1
9,Das Vegetative Nervensystem (VNS) unterteilt sich in …,„Sympathisches“ und „Parasympathisches“ NS,1
9,Das Vegetative Nervensystem (VNS) unterteilt sich in …,„Autonomes“ und „Nicht Autonomes“ NS,0
10,Welche Aufgabe hat das zentrale Nervensystem?,koordiniert sämtliche motorische Aufgaben ,1
10,Welche Aufgabe hat das zentrale Nervensystem?,reguliert die Körpertemperatur ,0
10,Welche Aufgabe hat das zentrale Nervensystem?,sendet Signale über die Blutbahn an bestimmte Zielorgane ,0
11,Welche Aufgabe hat das vegetative Nervensystem?,reguliert den motorischen Einsatz der Muskeln,0
11,Welche Aufgabe hat das vegetative Nervensystem?,steuert lebenswichtige Funktionen der inneren Organe  ,1
11,Welche Aufgabe hat das vegetative Nervensystem?,sendet Signale über die Blutbahn an bestimmte Zielorgane ,0
12,Das parasympathische Nervensystem steht für …,"Hemmung, Drosslung, Erholung",1
12,Das parasympathische Nervensystem steht für …,"Aktivierung, Leistung, Aggressivität",0
13,Was wird unter Homöostase verstanden?,Aufrechterhaltung des inneren Gleichgewichts,1
13,Was wird unter Homöostase verstanden?,Selbstregulation eines offenen Systems,1
13,Was wird unter Homöostase verstanden?,Steuerung der Muskelaktivität,0
14,Das sympathische Nervensystem steht für ...,"Hemmung, Drosslung, Erholung ",0
14,Das sympathische Nervensystem steht für ...,"Aktivierung, Leistung, Aggressivität",1
15,In welchen Bereich des Körpers befindet sich das sympathische Nervensystem?,Rückenmark der Brust- und Lendenwirbelsäule,1
15,In welchen Bereich des Körpers befindet sich das sympathische Nervensystem?,"Gehirn, Rückenmark des Sakralbereichs ",0
16,In welchen Bereich des Körpers befindet sich das parasympathische Nervensystem?,Rückenmark der Brust- und Lendenwirbelsäule,0
16,In welchen Bereich des Körpers befindet sich das parasympathische Nervensystem?,"Gehirn, Rückenmark des Sakralbereichs ",1
17,Eine Verengung der Blutgefäße und Erweiterung der Pupillen ist bezeichnend für den … ,Sympathikus ,1
17,Eine Verengung der Blutgefäße und Erweiterung der Pupillen ist bezeichnend für den … ,Parasympathikus,0
18,Welcher Ablauf bezüglich des Reflexbogens stimmt?,Störgröße -> Rezeptor -> Reflexzentrum -> Effektor -> Reflexhandlung,1
18,Welcher Ablauf bezüglich des Reflexbogens stimmt?,Störgröße -> Effektor -> Reflexzentrum -> Rezeptor -> Reflexhandlung ,0
19,Was sind Beispiele autonomer (unbewusster) Reflexe?,Saugreflex ,1
19,Was sind Beispiele autonomer (unbewusster) Reflexe?,Würgereflex,1
19,Was sind Beispiele autonomer (unbewusster) Reflexe?,Pupillenlichtreflex,1
20,Was sind Beispiele erworbener Reflexe?,Ein Boxer pariert einen Faustschlag. ,1
20,Was sind Beispiele erworbener Reflexe?,Ein Torwart hält einen Elfmeter.,1
20,Was sind Beispiele erworbener Reflexe?,Ein Sprinter hört den Startschuss.,0
21,Was sind Bestandteile des passiven Bewegungsapparats?,Schleimbeutel,0
21,Was sind Bestandteile des passiven Bewegungsapparats?,Knochen,1
21,Was sind Bestandteile des passiven Bewegungsapparats?,Knorpel,1
21,Was sind Bestandteile des passiven Bewegungsapparats?,Bänder,1
21,Was sind Bestandteile des passiven Bewegungsapparats?,Sehnen,0
22,Was sind Bestandteile des aktiven Bewegungsapparats?,Schleimbeutel und Sehnenscheiden,1
22,Was sind Bestandteile des aktiven Bewegungsapparats?,Muskeln,1
22,Was sind Bestandteile des aktiven Bewegungsapparats?,Knorpel,0
22,Was sind Bestandteile des aktiven Bewegungsapparats?,Bänder,0
22,Was sind Bestandteile des aktiven Bewegungsapparats?,Sehnen,1
23,Welche Arten der Muskulatur sind dir bekannt?,quergestreifte Skelettmuskulatur,1
23,Welche Arten der Muskulatur sind dir bekannt?,glatte Muskulatur ,1
23,Welche Arten der Muskulatur sind dir bekannt?,quergestreifte Herzmuskulatur,1
23,Welche Arten der Muskulatur sind dir bekannt?,längsgestreifte Muskulatur,0
24,Der lateinische Name bezeichnet den „Muskulus triceps brachii“ als einen …,… platten Muskel.,0
24,Der lateinische Name bezeichnet den „Muskulus triceps brachii“ als einen …,… Ringmuskel.,0
24,Der lateinische Name bezeichnet den „Muskulus triceps brachii“ als einen …,… zweiköpfigen Muskel.,0
24,Der lateinische Name bezeichnet den „Muskulus triceps brachii“ als einen …,… dreiköpfigen Muskel.  ,1
25,Welcher Muskel ist dir als ein „eingelenkiger Muskel“ bekannt?,der Brustmuskel (Pectoralis),0
25,Welcher Muskel ist dir als ein „eingelenkiger Muskel“ bekannt?,der Hüftbeuger (Psoas),0
25,Welcher Muskel ist dir als ein „eingelenkiger Muskel“ bekannt?,der Armbeuger (Brachialis) ,1
26,Welches Muskelgewebe ist fähig zur Dauerkontraktion?,das Quergestreifte,0
26,Welches Muskelgewebe ist fähig zur Dauerkontraktion?,das Glatte ,1
26,Welches Muskelgewebe ist fähig zur Dauerkontraktion?,das Längsgestreifte,0
27,Welche Arbeitsweisen der Muskulatur sind dir bekannt?,Konzentrisch ,1
27,Welche Arbeitsweisen der Muskulatur sind dir bekannt?,Exzentrisch ,1
27,Welche Arbeitsweisen der Muskulatur sind dir bekannt?,Statisch ,1
27,Welche Arbeitsweisen der Muskulatur sind dir bekannt?,Isometrisch,0
28,Bestimme die Arbeitsweise der Muskulatur beim Klimmzug.,Den Körper nach oben ziehen = Konzentrisch ,1
28,Bestimme die Arbeitsweise der Muskulatur beim Klimmzug.,Den Körper nach oben ziehen = Exzentrisch ,0
29,Bestimme die Arbeitsweise der Muskulatur bei der Kniebeuge.,Körper nach unten bewegen = Konzentrisch,0
29,Bestimme die Arbeitsweise der Muskulatur bei der Kniebeuge.,Körper nach unten bewegen = Exzentrisch ,1
30,Bestimme einen möglichen Synergisten beim Trizepstraining.,Vordere Schulteranteile,0
30,Bestimme einen möglichen Synergisten beim Trizepstraining.,Hintere Schulteranteile,1
30,Bestimme einen möglichen Synergisten beim Trizepstraining.,Seitliche Schulteranteile,0
31,Bestimme einen möglichen Antagonisten beim Rudertraining.,Latissimus,0
31,Bestimme einen möglichen Antagonisten beim Rudertraining.,Brustmuskel,1
31,Bestimme einen möglichen Antagonisten beim Rudertraining.,Hintere Schulteranteile,0
31,Bestimme einen möglichen Antagonisten beim Rudertraining.,Biceps,0
32,Bestimme einen möglichen Synergisten beim Bizepstraining.,Vordere Schulteranteile,1
32,Bestimme einen möglichen Synergisten beim Bizepstraining.,Hintere Schulteranteile,0
32,Bestimme einen möglichen Synergisten beim Bizepstraining.,Seitliche Schulteranteile,0
33,Was ist unter einer Flexion zu verstehen?,Die Beugung eines Gelenks,1
33,Was ist unter einer Flexion zu verstehen?,Die Streckung eines Gelenks,0
33,Was ist unter einer Flexion zu verstehen?,Die Drehung eines Gelenks,0
34,Was ist unter einer Extension zu verstehen?,Die Beugung eines Gelenks,0
34,Was ist unter einer Extension zu verstehen?,Die Streckung eines Gelenks ,1
34,Was ist unter einer Extension zu verstehen?,Die Drehung eines Gelenks,0
34,Was ist unter einer Extension zu verstehen?,Seitliches Heben der Extremitäten ,0
35,Was ist unter einer Adduktion zu verstehen?,Die Beugung eines Gelenks,0
35,Was ist unter einer Adduktion zu verstehen?,Vorbeugung des Rumpfes,0
35,Was ist unter einer Adduktion zu verstehen?,Heranziehen der Extremitäten,1
35,Was ist unter einer Adduktion zu verstehen?,Seitliches Heben der Extremitäten ,0
36,Was ist unter einer Abduktion zu verstehen?,Seitbeugung des Rumpfes,0
36,Was ist unter einer Abduktion zu verstehen?,Die Streckung eines Gelenks,0
36,Was ist unter einer Abduktion zu verstehen?,Heranziehen der Extremitäten,0
36,Was ist unter einer Abduktion zu verstehen?,Seitliches Heben der Extremitäten,1
37,Welche Gelenkaktionen sind dem M. biceps brachii (zweiköpfigen Armbeuger) zuzuordnen?,Flexion und Supination im Ellenbogen,1
37,Welche Gelenkaktionen sind dem M. biceps brachii (zweiköpfigen Armbeuger) zuzuordnen?,Retroversion in der Schulter,0
37,Welche Gelenkaktionen sind dem M. biceps brachii (zweiköpfigen Armbeuger) zuzuordnen?,Anteversion in der Schulter,1
37,Welche Gelenkaktionen sind dem M. biceps brachii (zweiköpfigen Armbeuger) zuzuordnen?,Extension im Ellenbogen,0
38,Welche Gelenkaktionen sind dem M. triceps brachii (Armstrecker) zuzuordnen?,Flexion und Supination im Ellenbogen,0
38,Welche Gelenkaktionen sind dem M. triceps brachii (Armstrecker) zuzuordnen?,Retroversion in der Schulter,1
38,Welche Gelenkaktionen sind dem M. triceps brachii (Armstrecker) zuzuordnen?,Anteversion in der Schulter,0
38,Welche Gelenkaktionen sind dem M. triceps brachii (Armstrecker) zuzuordnen?,Extension im Ellenbogen,1
39,Welche Gelenkaktionen sind dem M. gluteus maximus (großen Gesäßmuskel) zuzuordnen?,Innenrotation im Hüftgelenk,0
39,Welche Gelenkaktionen sind dem M. gluteus maximus (großen Gesäßmuskel) zuzuordnen?,Extension im Hüftgelenk ,1
39,Welche Gelenkaktionen sind dem M. gluteus maximus (großen Gesäßmuskel) zuzuordnen?,Flexion im Hüftgelenk,0
39,Welche Gelenkaktionen sind dem M. gluteus maximus (großen Gesäßmuskel) zuzuordnen?,Außenrotation im Hüftgelenk,1
40,Welche Gelenkaktionen sind dem M. biceps femoris (Beinbeuger) zuzuordnen?,Flexion in der Hüfte,0
40,Welche Gelenkaktionen sind dem M. biceps femoris (Beinbeuger) zuzuordnen?,Extension in der Hüfte,1
40,Welche Gelenkaktionen sind dem M. biceps femoris (Beinbeuger) zuzuordnen?,Flexion im Knie,1
40,Welche Gelenkaktionen sind dem M. biceps femoris (Beinbeuger) zuzuordnen?,Extension im Knie,0
41,Welche Gelenkaktionen sind dem M. quadrizeps femoris (Beinstrecker) zuzuordnen?,Flexion in der Hüfte,1
41,Welche Gelenkaktionen sind dem M. quadrizeps femoris (Beinstrecker) zuzuordnen?,Extension in der Hüfte,0
41,Welche Gelenkaktionen sind dem M. quadrizeps femoris (Beinstrecker) zuzuordnen?,Flexion im Knie,0
41,Welche Gelenkaktionen sind dem M. quadrizeps femoris (Beinstrecker) zuzuordnen?,Extension im Knie,1
42,Welche Gelenkaktion ist dem M. iliopsoas (Lendendarmbeinmuskel) zuzuordnen?,Flexion in der Hüfte,1
42,Welche Gelenkaktion ist dem M. iliopsoas (Lendendarmbeinmuskel) zuzuordnen?,Extension in der Hüfte,0
42,Welche Gelenkaktion ist dem M. iliopsoas (Lendendarmbeinmuskel) zuzuordnen?,Flexion im Knie,0
42,Welche Gelenkaktion ist dem M. iliopsoas (Lendendarmbeinmuskel) zuzuordnen?,Extension im Knie,0
43,Welche Gelenkaktionen sind dem M. rectus abdominis (geraden Bauchmuskel) zuzuordnen?,Flexion der BWS ,1
43,Welche Gelenkaktionen sind dem M. rectus abdominis (geraden Bauchmuskel) zuzuordnen?,Flexion der LWS,1
43,Welche Gelenkaktionen sind dem M. rectus abdominis (geraden Bauchmuskel) zuzuordnen?,Flexion der HWS,0
43,Welche Gelenkaktionen sind dem M. rectus abdominis (geraden Bauchmuskel) zuzuordnen?,Extension von BWS und LWS,0
44,Welche Gelenkaktionen sind dem M. latissimus dorsi (breiten Rückenmuskel) zuzuordnen?,Adduktion in der Schulter,1
44,Welche Gelenkaktionen sind dem M. latissimus dorsi (breiten Rückenmuskel) zuzuordnen?,Abduktion in der Schulter,0
44,Welche Gelenkaktionen sind dem M. latissimus dorsi (breiten Rückenmuskel) zuzuordnen?,Retroversion in der Schulter,1
44,Welche Gelenkaktionen sind dem M. latissimus dorsi (breiten Rückenmuskel) zuzuordnen?,Anteversion in der Schulter,0
45,Welche Gelenkaktionen sind dem M. pectoralis major (großen Brustmuskel) zuzuordnen?,Adduktion des Oberarms im Schultergelenk,1
